Evidenèní èíslo;Název;Cizojazyènı název;Název 35;Název 20;Název 12;Název 7;Název 6;Název 3;Název ISC;Název ZDD;Kvalifikátor;Kvalifikátor - popis;Stav;Stav - popis;Km poloha;TUDU;TTP;Km polohy další;TUDU další;TTP další;X [S-JTSK (-Y)];Y [S-JTSK (-X)];GPS N (DMS);GPS E (DMS);GPS N (DEG);GPS E (DEG);Nadmoøská vıška (Bpv);VÚSC;VÚSC - popis;Vlastník;Provozovatel;Provozní obvod;Provozní obvod - popis;Oblastní øeditelství;Oblastní øeditelství - popis;Operativní øízení;Operativní øízení - popis;Dopravní uzel;Dopravní uzel - popis;Dálkové øízení;Dálkové øízení - popis
588418;Odb Èernı Most;-;Odb Èernı Most;Odb Èernı Most;Èernı Most;-;-;-;-;Èernı Most;21;Odboèka (dopravna);4;Zrušen;22,038;-;-;-;-;-;-731063,19;-1041750,197;"N50°06'46,799""";"E14°34'53,581""";N50,113000°;E14,581550°;0;110;Hlavní mìsto Praha;Stát;S;100396;Praha hl.n.;311001;Praha;100651;CDP Praha;;;548263;Praha-Hor.Poèernice
590018;JLV Praha;-;JLV Praha;JLV Praha;-;-;-;-;-;-;66;Cestovní kanceláø vydávající jízdní doklady ED;1;Aktivní;-;-;-;-;-;-;-741036,049;-1045134,697;"N50°04'14,654""";"E14°26'59,426""";N50,070737°;E14,449841°;0;110;Hlavní mìsto Praha;ÈD;ÈD;0;-;0;-;0;-;;;-;-
591016;O16-UMIKA Praha;-;O16-UMIKA Praha;O16-UMIKA Praha;-;-;-;-;-;-;66;Cestovní kanceláø vydávající jízdní doklady ED;1;Aktivní;-;-;-;-;-;-;-741992,101;-1043824,194;"N50°04'52,468""";"E14°26'02,820""";N50,081241°;E14,434117°;0;110;Hlavní mìsto Praha;ÈD;ÈD;0;-;0;-;0;-;;;-;-
591149;ÈD centrum Lysá nad Labem;-;ÈD centrum Lysá nad Labem;ÈD centrum Lysá n.L.;-;-;-;-;-;-;67;Zákaznická centra osobní dopravy;1;Aktivní;-;-;-;-;-;-;-711520;-1035050;"N50°11'45,568""";"E14°50'24,733""";N50,195991°;E14,840204°;0;210;Støedoèeskı kraj;ÈD;ÈD;0;-;0;-;0;-;;;-;-
591206;ÈD centrum Hradec Králové hlavní nádraí;-;ÈD centrum Hradec Králové hl.n.;ÈD centr. Hr.Králové;-;-;-;-;-;-;67;Zákaznická centra osobní dopravy;1;Aktivní;-;-;-;-;-;-;-642490;-1041480;"N50°12'56,927""";"E15°48'39,280""";N50,215813°;E15,810911°;0;520;Královehradeckı kraj;ÈD;ÈD;0;-;0;-;0;-;;;-;-
591768;ÈD centrum Praha-Libeò;-;ÈD centrum Praha-Libeò;ÈD centr.Praha-Libeò;-;-;-;-;-;-;67;Zákaznická centra osobní dopravy;1;Aktivní;-;-;-;-;-;-;-736451;-1042423;"N50°06'01,735""";"E14°30'29,461""";N50,100482°;E14,508184°;0;110;Hlavní mìsto Praha;ÈD;ÈD;0;-;0;-;0;-;;;-;-
591792;ÈD centrum Ústí nad Labem hlavní nádraí;-;ÈD centrum Ústí nad Labem hl.n.;ÈD centr.Ústí n.L.hl;-;-;-;-;-;-;67;Zákaznická centra osobní dopravy;1;Aktivní;-;-;-;-;-;-;-760320;-976110;"N50°39'40,645""";"E14°02'48,940""";N50,661290°;E14,046928°;0;420;Ústeckı kraj;ÈD;ÈD;0;-;0;-;0;-;;;-;-
592063;Praha Letištì;-;Praha Letištì;Praha Letištì;Praha Letišt;Pha Let;-;-;-;-;67;Zákaznická centra osobní dopravy;1;Aktivní;-;-;-;-;-;-;-744130,25;-1044118,88;"N50°04'33,582""";"E14°24'18,299""";N50,075995°;E14,405083°;0;110;Hlavní mìsto Praha;ÈD;ÈD;0;-;0;-;0;-;;;-;-
592121;ÈD centrum Liberec;-;ÈD centrum Liberec;ÈD centrum Liberec;-;-;-;-;-;-;67;Zákaznická centra osobní dopravy;1;Aktivní;-;-;-;-;-;-;-688840;-974550;"N50°45'42,091""";"E15°02'48,344""";N50,761692°;E15,046762°;0;510;Libereckı kraj;ÈD;ÈD;0;-;0;-;0;-;;;-;-
592568;ÈEDOK Praha;-;ÈEDOK Praha;ÈEDOK Praha;-;-;-;-;-;-;66;Cestovní kanceláø vydávající jízdní doklady ED;1;Aktivní;-;-;-;-;-;-;-742249,238;-1042695,449;"N50°05'27,529""";"E14°25'42,271""";N50,090980°;E14,428409°;0;110;Hlavní mìsto Praha;ÈD;ÈD;0;-;0;-;0;-;;;-;-
592667;ÈD travel Praha-V celnici;-;ÈD travel Praha-V celnici;ÈD travel Praha Cel;-;-;PHA CE;-;-;-;66;Cestovní kanceláø vydávající jízdní doklady ED;1;Aktivní;-;-;-;-;-;-;-742853,733;-1042616,764;"N50°05'27,386""";"E14°25'11,602""";N50,090941°;E14,419889°;0;110;Hlavní mìsto Praha;ÈD;ÈD;0;-;0;-;0;-;;;-;-
593533;ÈD centrum Lanškroun;-;ÈD centrum Lanškroun;ÈD centrum Lanškroun;-;-;-;-;-;-;67;Zákaznická centra osobní dopravy;1;Aktivní;-;-;-;-;-;-;-590090;-1081470;"N49°54'42,065""";"E16°36'03,906""";N49,911685°;E16,601085°;0;530;Pardubickı kraj;ÈD;ÈD;0;-;0;-;0;-;;;-;-
593962;ÈD centrum Kralupy nad Vltavou;-;ÈD centrum Kralupy nad Vltavou;ÈD centr.Kralupy n.V;-;-;-;-;-;-;67;Zákaznická centra osobní dopravy;1;Aktivní;-;-;-;-;-;-;-748040;-1025460;"N50°14'14,467""";"E14°18'54,272""";N50,237352°;E14,315076°;0;210;Støedoèeskı kraj;ÈD;ÈD;0;-;0;-;0;-;;;-;-
593996;ÈD centrum Most;-;ÈD centrum Most;ÈD centrum Most;-;-;-;-;-;-;67;Zákaznická centra osobní dopravy;1;Aktivní;-;-;-;-;-;-;-790300;-988490;"N50°30'44,538""";"E13°39'11,248""";N50,512372°;E13,653124°;0;420;Ústeckı kraj;ÈD;ÈD;0;-;0;-;0;-;;;-;-
594002;ÈD travel Hradec Králové hl. n.;-;ÈD travel Hradec Králové hl. n.;ÈD travel H. Králové;-;-;-;-;-;-;66;Cestovní kanceláø vydávající jízdní doklady ED;1;Aktivní;-;-;-;-;-;-;-642392,597;-1041457,874;"N50°12'58,010""";"E15°48'44,027""";N50,216114°;E15,812230°;0;520;Královehradeckı kraj;ÈD;ÈD;0;-;0;-;0;-;;;-;-
594143;ÈD centrum Kolín;-;ÈD centrum Kolín;ÈD centrum Kolín;-;-;-;-;-;-;67;Zákaznická centra osobní dopravy;1;Aktivní;-;-;-;-;-;-;-687485,249;-1057350,763;"N50°01'29,535""";"E15°12'48,463""";N50,024871°;E15,213462°;0;210;Støedoèeskı kraj;ÈD;ÈD;0;-;0;-;0;-;;;-;-
595066;ÈD travel Kralupy nad Vltavou;-;ÈD travel Kralupy nad Vltavou;ÈD travel Kralupy nV;-;-;-;-;-;-;66;Cestovní kanceláø vydávající jízdní doklady ED;1;Aktivní;-;-;-;-;-;-;-747748,728;-1024840,1;"N50°14'35,638""";"E14°19'04,524""";N50,243233°;E14,317923°;0;210;Støedoèeskı kraj;ÈD;ÈD;0;-;0;-;0;-;;;-;-
595165;ÈD centrum Kladno;-;ÈD centrum Kladno;ÈD centrum Kladno;-;-;-;-;-;-;67;Zákaznická centra osobní dopravy;1;Aktivní;-;-;-;-;-;-;-763910;-1035470;"N50°07'42,185""";"E14°06'52,232""";N50,128385°;E14,114509°;0;210;Støedoèeskı kraj;ÈD;ÈD;0;-;0;-;0;-;;;-;-
595264;Wasteels cesty Praha;-;Wasteels cesty Praha;Wasteels cesty Praha;-;-;-;-;-;-;66;Cestovní kanceláø vydávající jízdní doklady ED;1;Aktivní;-;-;-;-;-;-;-742112,306;-1043527,5;"N50°05'01,452""";"E14°25'54,797""";N50,083737°;E14,431888°;0;110;Hlavní mìsto Praha;ÈD;ÈD;0;-;0;-;0;-;;;-;-
596130;ÈD centrum Pardubice hlavní nádraí;-;ÈD centrum Pardubice hlavní nádraí;ÈD centrum Pardubice;-;-;-;-;-;-;67;Zákaznická centra osobní dopravy;1;Aktivní;-;-;-;-;-;-;-648740;-1061220;"N50°01'58,569""";"E15°45'24,419""";N50,032936°;E15,756783°;0;530;Pardubickı kraj;ÈD;ÈD;0;-;0;-;0;-;;;-;-
596593;ÈD centrum Dìèín hlavní nádraí;-;ÈD centrum Dìèín hlavní nádraí;ÈD centrum Dìèín hl.;-;-;-;-;-;-;67;Zákaznická centra osobní dopravy;1;Aktivní;-;-;-;-;-;-;-747790;-965240;"N50°46'25,817""";"E14°12'03,664""";N50,773838°;E14,201018°;0;420;Ústeckı kraj;ÈD;ÈD;0;-;0;-;0;-;;;-;-
597161;Intercontact Praha;-;Intercontact Praha;Intercontact Praha;-;-;-;-;-;-;66;Cestovní kanceláø vydávající jízdní doklady ED;1;Aktivní;-;-;-;-;-;-;-742954,482;-1042948,071;"N50°05'16,317""";"E14°25'08,854""";N50,087866°;E14,419126°;0;110;Hlavní mìsto Praha;ÈD;ÈD;0;-;0;-;0;-;;;-;-
597237;ÈD Muzeum Luná u Rakovníka;-;ÈD Muzeum Luná u Rakovníka;ÈD Muzeum Luná;-;-;-;-;-;-;67;Zákaznická centra osobní dopravy;1;Aktivní;-;-;-;-;-;-;0;0;"N  °00'00,   """;"E  °00'00,   """;N0,000000°;E0,000000°;0;210;Støedoèeskı kraj;ÈD;ÈD;0;-;0;-;0;-;;;-;-
597260;Praha hl.n (O16);-;Praha hl.n (O16);Praha hl.n (O16);-;-;-;-;-;-;66;Cestovní kanceláø vydávající jízdní doklady ED;1;Aktivní;-;-;-;-;-;-;-742214,08;-1043649,191;"N50°04'57,101""";"E14°25'50,559""";N50,082528°;E14,430711°;0;110;Hlavní mìsto Praha;ÈD;ÈD;0;-;0;-;0;-;;;-;-
597369;ÈD travel Praha-Holešovice;-;ÈD travel Praha-Holešovice;ÈD travel Pha-Holeš;-;-;-;-;-;-;66;Cestovní kanceláø vydávající jízdní doklady ED;1;Aktivní;-;-;-;-;-;-;-741189,797;-1040782,97;"N50°06'33,525""";"E14°26'21,984""";N50,109312°;E14,439440°;0;110;Hlavní mìsto Praha;ÈD;ÈD;0;-;0;-;0;-;;;-;-
597468;HOGG ROBINSON, s.r.o.;-;HOGG ROBINSON s.r.o.;HOGG ROBINSON s.r.o.;-;-;-;-;-;-;66;Cestovní kanceláø vydávající jízdní doklady ED;1;Aktivní;-;-;-;-;-;-;-742872,303;-1043370,569;"N50°05'03,132""";"E14°25'15,847""";N50,084203°;E14,421069°;0;0;-;ÈD;ÈD;0;-;0;-;0;-;;;-;-
598094;ÈD centrum Èeská Lípa;-;ÈD centrum Èeská Lípa;ÈD centrum È.Lípa;-;-;-;-;-;-;67;Zákaznická centra osobní dopravy;1;Aktivní;-;-;-;-;-;-;-725920;-978190;"N50°41'07,644""";"E14°31'58,744""";N50,685457°;E14,532984°;0;510;Libereckı kraj;ÈD;ÈD;0;-;0;-;0;-;;;-;-
598136;ÈD centrum Choceò;-;ÈD centrum Choceò;ÈD centrum Choceò;-;-;-;-;-;-;67;Zákaznická centra osobní dopravy;1;Aktivní;-;-;-;-;-;-;-615990;-1069430;"N49°59'37,154""";"E16°13'26,054""";N49,993654°;E16,223904°;0;530;Pardubickı kraj;ÈD;ÈD;0;-;0;-;0;-;;;-;-
598532;Mediální a komunikaèní servis Øíèany;-;Mediální a komunikaèní servisØíèany;MAKS Øíèany;MAKS Øíèany;-;-;-;-;-;66;Cestovní kanceláø vydávající jízdní doklady ED;1;Aktivní;-;-;-;-;-;-;-726915,89;-1055308,02;"N49°59'49,839""";"E14°39'51,322""";N49,997178°;E14,664256°;0;210;Støedoèeskı kraj;ÈD;ÈD;0;-;0;-;0;-;;;-;-
598631;ÈD centrum Ústí nad Orlicí;-;ÈD centrum Ústí nad Orlicí;ÈD centrum Ústí n.O.;-;-;-;-;-;-;67;Zákaznická centra osobní dopravy;1;Aktivní;-;-;-;-;-;-;-603930;-1072840;"N49°58'30,948""";"E16°23'46,744""";N49,975263°;E16,396318°;0;530;Pardubickı kraj;ÈD;ÈD;0;-;0;-;0;-;;;-;-
599134;ÈD centrum Èeská Tøebová;-;ÈD centrum Èeská Tøebová;ÈD centrum È.Tøebová;-;-;-;-;-;-;67;Zákaznická centra osobní dopravy;1;Aktivní;-;-;-;-;-;-;-601270;-1081840;"N49°53'50,870""";"E16°26'48,942""";N49,897464°;E16,446928°;0;530;Pardubickı kraj;ÈD;ÈD;0;-;0;-;0;-;;;-;-
599977;ÈD Revizor;-;ÈD Revizor;ÈD Revizor;ÈD Revizor;ÈD Rev; ;ÈDR;-;-;66;Cestovní kanceláø vydávající jízdní doklady ED;1;Aktivní;-;-;-;-;-;-;-1042640,109;-741893,982;"N50°05'30,870""";"E14°25'59,599""";N50,091908°;E14,433222°;0;110;Hlavní mìsto Praha;ÈD;ÈD;0;-;0;-;0;-;;;-;-
599985;FanShop ÈD;-;FanShop ÈD;FanShop ÈD;FanShop ÈD;FanShop;FSCD;FSh;-;-;66;Cestovní kanceláø vydávající jízdní doklady ED;1;Aktivní;-;-;-;-;-;-;-741893,982;-1042640,109;"N50°05'30,870""";"E14°25'59,599""";N50,091908°;E14,433222°;0;110;Hlavní mìsto Praha;ÈD;ÈD;0;-;0;-;0;-;;;-;-
599993;platforma Bileto;-;platforma Bileto;platforma Bileto;PLATFOBILETO;PBILETO;BLT;BLT;-;-;66;Cestovní kanceláø vydávající jízdní doklady ED;1;Aktivní;-;-;-;-;-;-;0;0;"N  °00'00,   """;"E  °00'00,   """;N0,000000°;E0,000000°;0;110;Hlavní mìsto Praha;ÈD;ÈD;0;-;0;-;0;-;;;-;-
700005;hr. infr. Tachov zast.;-;hr. infr. Tachov zast.;hi vl. v km 72,408;-;hiVlAP1;-;-;-;-;90;Hranice infrastruktur;3;Mimo provoz;72,377;0331PA;-;-;-;-;-873848,439;-1056397,015;"N49°47'38,154""";"E12°38'36,032""";N49,793932°;E12,643342°;0;320;Plzeòskı kraj;Stát;S;100388;Plzeò;312009;Plzeò;100651;CDP Praha;;;-;-
700013;hr. infr. Malı Rapotín;-;hr. infr. Malı Rapotín;hi vl. v km 71,958;-;hiVlAP4;-;-;-;-;90;Hranice infrastruktur;3;Mimo provoz;71,989;0331PA;-;-;-;-;-873488,633;-1056554,385;"N49°47'34,987""";"E12°38'55,049""";N49,793052°;E12,648625°;0;320;Plzeòskı kraj;Stát;S;100388;Plzeò;312009;Plzeò;100651;CDP Praha;;;-;-
700021;hr. infr. j. el. Temelín;-;hr. infr. j. el. Temelín;hi Temelín;-;hiTemel;-;-;-;-;90;Hranice infrastruktur;1;Aktivní;13,126;0471C1;-;-;-;-;-761330,72;-1140356,346;"N49°11'51,462""";"E14°21'05,661""";N49,197628°;E14,351572°;0;310;Jihoèeskı kraj;Stát;S;100099;Èeské Budìjovice;312009;Plzeò;100651;CDP Praha;874032;Temelín;-;-
700039;hr. infr. Mírová;-;hr. infr. Mírová;hi vl. v km 3,153;-;hiVlCho;-;-;-;-;90;Hranice infrastruktur;1;Aktivní;3,18;0191DA;-;-;-;-;-856808,861;-1008023,8;"N50°14'51,693""";"E12°46'14,690""";N50,247692°;E12,770747°;0;410;Karlovarskı kraj;Stát;S;100198;Karlovy Vary;313007;Ústí nad Labem;100651;CDP Praha;;;-;-
700047;hr. infr. Hrádek u Rokycan;-;hr. infr. Hrádek u Rokycan;hi vl. v km 3,942;-;hiVlZH;-;-;-;-;90;Hranice infrastruktur;1;Aktivní;3,975;0411A7;-;-;-;-;-804311,34;-1075835,651;"N49°43'01,402""";"E13°38'18,113""";N49,717056°;E13,638365°;0;320;Plzeòskı kraj;Stát;S;100388;Plzeò;312009;Plzeò;100651;CDP Praha;873208;Rokycany;-;-
700054;Aš státní hranice;-;Aš st.hr.;Aš st.hr.;AS ST.HR.;ASSH;-;-;-;Aš st. hr.;91;Státní hranice;1;Aktivní;29,585;022106;543A;-;-;-;-899487,835;-1004976,908;"N50°12'44,948""";"E12°10'24,743""";N50,212486°;E12,173540°;0;410;Karlovarskı kraj;Stát;S;100198;Karlovy Vary;313007;Ústí nad Labem;100651;CDP Praha;;;-;-
700062;hi vl. v km 9,347;-;hi vl. v km 9,347;hi vl. v km 9,347;-;hiVlRSt;-;-;-;-;90;Hranice infrastruktur;1;Aktivní;9,654;0411B5;-;-;-;-;-803157,407;-1079707,454;"N49°41'02,899""";"E13°39'43,392""";N49,684139°;E13,662053°;0;320;Plzeòskı kraj;Stát;S;100388;Plzeò;312009;Plzeò;100651;CDP Praha;876318;Mirošov;-;-
700070;hr. infr. Sokolov - Kraslice;-;hr. infr. Sokolov - Kraslice;hi Sokolov Kraslice;-;hiSokoK;-;-;-;-;90;Hranice infrastruktur;1;Aktivní;0,664;013114;536F;-;-;-;-867458,2;-1013381,215;"N50°11'05,653""";"E12°38'07,346""";N50,184904°;E12,635374°;0;410;Karlovarskı kraj;Stát;S;100198;Karlovy Vary;313007;Ústí nad Labem;100651;CDP Praha;876458;Sokolov;-;-
700088;hr. infr. Jindøichùv Hradec - H. Skrıchov;-;hr. infr. Jindø. Hradec-H. Skrıchov;hi JH-Skrıchov JHMD;-;hiJHst4;-;-;-;-;90;Hranice infrastruktur;1;Aktivní;2,037;1801F3;-;-;-;-;-713332,082;-1150501,178;"N49°09'52,291""";"E15°01'21,413""";N49,164525°;E15,022615°;0;310;Jihoèeskı kraj;Stát;S;100446;Tábor;312009;Plzeò;100651;CDP Praha;874362;Jindøichùv Hradec;-;-
700096;hr. infr. Jindøichùv Hradec - Jindøiš;-;hr. infr. Jindøichùv Hradec-Jindøiš;hi JH-Kanclov JHMD;-;hiJHst5;-;-;-;-;90;Hranice infrastruktur;1;Aktivní;2,704;1801FK;-;-;-;-;-712826,831;-1150934,791;"N49°09'40,469""";"E15°01'48,894""";N49,161241°;E15,030248°;0;310;Jihoèeskı kraj;Stát;S;100446;Tábor;312009;Plzeò;100651;CDP Praha;874362;Jindøichùv Hradec;-;-
700104;hr. infr. Kájov;-;hr. infr. Kájov;hi Kájov;-;hiKajov;-;-;-;-;90;Hranice infrastruktur;1;Aktivní;31,802;049202;-;-;-;-;-773245,458;-1181848,615;"N48°48'47,973""";"E14°16'06,217""";N48,813326°;E14,268394°;0;310;Jihoèeskı kraj;Stát;S;100099;Èeské Budìjovice;312009;Plzeò;100651;CDP Praha;875997;Kájov;-;-
700112;hr. infr. Nebanice;-;hr. infr. Nebanice;hi Nebanice;-;hiNeban;-;-;-;-;90;Hranice infrastruktur;1;Aktivní;226,048;0112WB;-;-;-;-;-879787,525;-1019029,167;"N50°07'00,940""";"E12°28'40,155""";N50,116928°;E12,477821°;0;410;Karlovarskı kraj;Stát;S;100198;Karlovy Vary;313007;Ústí nad Labem;100651;CDP Praha;875948;Nebanice;-;-
700153;Potùèky státní hranice;-;Potùèky st.hr.;Potùèky st.hr.;POTUCKY ST.H;POTUCSH;-;-;-;Potùèky st. hr.;91;Státní hranice;1;Aktivní;46,199;014118;536C;-;-;-;-856098,454;-987334,869;"N50°25'56,495""";"E12°44'04,319""";N50,432360°;E12,734533°;0;410;Karlovarskı kraj;Stát;S;100198;Karlovy Vary;313007;Ústí nad Labem;100651;CDP Praha;;;-;-
700252;Vojtanov státní hranice;-;Vojtanov st.hr.;Vojtanov st.hr.;VOJTANOV S.H;VOJTNSH;-;-;-;Vojtanov st. hr.;91;Státní hranice;1;Aktivní;51,325;021106;543B;-;-;-;-888647,088;-1006658,796;"N50°12'49,199""";"E12°19'38,042""";N50,213666°;E12,327234°;0;410;Karlovarskı kraj;Stát;S;100198;Karlovy Vary;313007;Ústí nad Labem;100651;CDP Praha;;;-;-
700260;Vojtanov 2 státní hranice;-;Vojtanov 2 st.hr.;Vojtanov 2 st.hr.;-;VojtSRN;-;-;-;Vojtanov SRN;91;Státní hranice;1;Aktivní;59,459;0211H1;543B;-;-;-;-889640,094;-1011205,872;"N50°10'18,745""";"E12°19'26,283""";N50,171874°;E12,323968°;0;410;Karlovarskı kraj;Stát;S;100198;Karlovy Vary;313007;Ústí nad Labem;100651;CDP Praha;874024;Vojtanov;-;-
700278;Plesná 3 státní hranice;-;Plesná 3 st.hr.;Plesná 3 st.hr.;-;hrDU053;-;-;-;-;91;Státní hranice;1;Aktivní;55,525;021114;543B;-;-;-;-888461,857;-1008657,68;"N50°11'46,362""";"E12°20'03,795""";N50,196212°;E12,334388°;0;410;Karlovarskı kraj;Stát;S;100198;Karlovy Vary;313007;Ústí nad Labem;100651;CDP Praha;;;-;-
700286;Plesná 2 státní hranice;-;Plesná 2 st.hr.;Plesná 2 st.hr.;-;-;-;-;-;-;91;Státní hranice;1;Aktivní;52,085;-;543B;-;-;-;-888047,708;-1006313,017;"N50°13'03,422""";"E12°20'05,005""";N50,217617°;E12,334724°;0;410;Karlovarskı kraj;Stát;S;100198;Karlovy Vary;313007;Ústí nad Labem;100651;CDP Praha;;;-;-
700294;Plesná 1 státní hranice;-;Plesná 1 st.hr.;Plesná 1 st.hr.;-;-;-;-;-;-;91;Státní hranice;1;Aktivní;51,897;-;543B;-;-;-;-888233,627;-1006292,349;"N50°13'03,095""";"E12°19'55,582""";N50,217526°;E12,332106°;0;410;Karlovarskı kraj;Stát;S;100198;Karlovy Vary;313007;Ústí nad Labem;100651;CDP Praha;;;-;-
700351;Cheb státní hranice;-;Cheb st.hr.;Cheb st.hr.;CHEB ST.HR.;CHEBSTH;-;-;-;Cheb st. hr.;91;Státní hranice;1;Aktivní;140,587;020402;720B;-;-;-;-896149,214;-1019692,999;"N50°05'13,109""";"E12°15'13,360""";N50,086975°;E12,253711°;0;410;Karlovarskı kraj;Stát;S;100198;Karlovy Vary;313007;Ústí nad Labem;100651;CDP Praha;;;-;-
700450;elezná Ruda-Albìtín státní hranice;-;elezná Ruda-Albìt.st.hr.;.Ruda-Albìt.st.hr.;ZEL.RUD.ST.H;ZELRDSH;-;-;-;elezná Ruda st. hr.;91;Státní hranice;1;Aktivní;0;0361A3;711-;-;-;-;-844973,127;-1136658,742;"N49°07'17,930""";"E13°12'34,371""";N49,121647°;E13,209548°;0;320;Plzeòskı kraj;Stát;S;100388;Plzeò;312009;Plzeò;100651;CDP Praha;877027;elezná Ruda-Albìtín;-;-
702225;Horní Dvoøištì státní hranice;-;Horní Dvoøištì st.hr.;H.Dvoøištì st.hr.;H.DVOR.ST.H.;HDVORSH;-;-;-;Horní Dvoøištì st. hr.;91;Státní hranice;1;Aktivní;61,095;169102;706A;-;-;-;-764551,175;-1207782,034;"N48°35'35,057""";"E14°26'01,356""";N48,593071°;E14,433710°;675,817;310;Jihoèeskı kraj;Stát;S;100099;Èeské Budìjovice;312009;Plzeò;100651;CDP Praha;;;-;-
705350;Kraslice státní hranice;-;Kraslice státní hranice;Kraslice st.hr.;KRASLICE S.H;KRASLSH;-;-;-;Kraslice st. hr.;91;Státní hranice;1;Aktivní;27,452;013112;536F;-;-;-;-876244,257;-992873,291;"N50°21'14,919""";"E12°28'02,533""";N50,354144°;E12,467370°;0;410;Karlovarskı kraj;Stát;PDV;0;-;0;-;0;-;;;-;-
706325;Èeské Velenice státní hranice;-;Èeské Velenice st.hr.;È.Velenice st.hr.;C.VELEN.ST.H;CVELSTH;-;-;-;Èeské Velenice st. hr.;91;Státní hranice;1;Aktivní;163,1;040102;705A;-;-;-;-723000,432;-1194110,801;"N48°45'52,005""";"E14°58'05,970""";N48,764446°;E14,968325°;490,94;310;Jihoèeskı kraj;Stát;S;100099;Èeské Budìjovice;312009;Plzeò;100651;CDP Praha;873638;Èeské Velenice;-;-
708057;Èeská Kubice státní hranice;-;Èeská Kubice st.hr.;È.Kubice st.hr.;C.KUBIC.ST.H;CKUBSTH;-;-;-;Èeská Kubice st. hr.;91;Státní hranice;1;Aktivní;184,102;030124;712A;-;-;-;-865098,007;-1109729,298;"N49°19'58,484""";"E12°52'46,082""";N49,332912°;E12,879467°;0;320;Plzeòskı kraj;Stát;S;100388;Plzeò;312009;Plzeò;100651;CDP Praha;;;-;-
708156;Rozvadov státní hranice;-;Rozvadov státní hranice;Rozvadov státní hr.;Rozvadov sth;Rozvhra;-;Rvd;-;-;66;Cestovní kanceláø vydávající jízdní doklady ED;1;Aktivní;-;-;-;-;-;-;-885189,834;-1071618,832;"N49°38'32,900""";"E12°31'19,340""";N49,642472°;E12,522039°;0;320;Plzeòskı kraj;ÈD;ÈD;0;-;0;-;0;-;;;-;-
711150;Plasy-zastávka ÈSAD;-;Plasy-zastávka ÈSAD;Plasy zast. ÈSAD;-;-;-;-;-;-;65;Zastávka náhradní dopravy;4;Zrušen;-;-;-;-;-;-;-818848,497;-1049260,722;"N49°56'02,271""";"E13°23'01,502""";N49,933964°;E13,383751°;0;320;Plzeòskı kraj;266/94Sb§3;266/94Sb§3;100388;Plzeò;0;-;100651;CDP Praha;;;-;-
712554;Kralovice-Bukovina;-;Kralovice-Bukovina;Kralovice-Bukovina;-;-;-;-;-;-;65;Zastávka náhradní dopravy;1;Aktivní;-;-;-;-;-;-;-810574,923;-1043975,759;"N49°59'31,424""";"E13°29'12,380""";N49,992062°;E13,486772°;0;320;Plzeòskı kraj;ÈD;ÈD;100024;Beroun;0;-;100651;CDP Praha;;;-;-
712562;Kralovice-Mariánskı Tınec;-;Kralovice-Mariánskı Tınec;Kralovice-Mar.Tınec;-;-;-;-;-;-;65;Zastávka náhradní dopravy;1;Aktivní;-;-;-;-;-;-;-810947,887;-1044153,363;"N49°59'23,944""";"E13°28'55,189""";N49,989984°;E13,481997°;0;320;Plzeòskı kraj;266/94Sb§3;266/94Sb§3;100024;Beroun;0;-;100651;CDP Praha;;;-;-
712653;Kralovice-Trojany;-;Kralovice-Trojany;Kralovice-Trojany;-;-;-;-;-;-;65;Zastávka náhradní dopravy;1;Aktivní;-;-;-;-;-;-;-814970,622;-1044401,888;"N49°58'56,571""";"E13°25'37,358""";N49,982381°;E13,427044°;0;320;Plzeòskı kraj;ÈD;ÈD;100024;Beroun;0;-;100651;CDP Praha;;;-;-
712752;Kralovice-Øemešín;-;Kralovice-Øemešín;Kralovice-Øemešín;-;-;-;-;-;-;65;Zastávka náhradní dopravy;1;Aktivní;-;-;-;-;-;-;-810346,9;-1044363,1;"N49°59'20,124""";"E13°29'26,593""";N49,988923°;E13,490720°;0;320;Plzeòskı kraj;ÈD;ÈD;0;-;0;-;0;-;;;-;-
713354;Horní Slavkov-staré mìsto;-;Horní Slavkov-staré mìsto;H.Slavkov-st m.;-;HSLAVSM;-;-;-;-;1;eleznièní stanice;4;Zrušen;0;-;-;-;-;-;-856251,191;-1021017,822;"N50°07'59,243""";"E12°48'25,939""";N50,133123°;E12,807205°;0;0;-;266/94Sb§3;266/94Sb§3;100198;Karlovy Vary;0;-;100651;CDP Praha;;;-;-
713362;Horní Slavkov (zast. ÈSAD);-;Horní Slavkov (zast. ÈSAD);H.Slavkov (z.ÈSAD);-;-;-;-;-;-;65;Zastávka náhradní dopravy;1;Aktivní;-;-;-;-;-;-;-857200,655;-1017644,088;"N50°09'42,221""";"E12°47'11,887""";N50,161728°;E12,786635°;0;410;Karlovarskı kraj;266/94Sb§3;266/94Sb§3;0;-;0;-;0;-;;;-;-
714048;Èerná v Pošumaví, el.st.;-;Èerná v Pošumaví, el.st.;Èerná v P.st;ÈernávP.st;ÈernáÈD;-;ÈPÈ;-;-;65;Zastávka náhradní dopravy;1;Aktivní;-;-;-;-;-;-;-787568,1;-1187781,1;"N48°44'33,177""";"E14°05'12,102""";N48,742549°;E14,086695°;0;310;Jihoèeskı kraj;ÈD;ÈD;0;-;0;-;0;-;;;-;-
