Q19722231	Postoupky	17.361358611	49.320777777	5434515
Q66889087	Petrov nad Desnou	17.0300284	50.0004052	5434522
Q11818388	Petrovice u Karviné	18.54836	49.89338	5434524
Q19401327	Rapotín	17.0331	50.0156	5434532
Q9387496	Závada	18.509388888	49.8975	5434534
Q66889170	Šelešovice	17.363803888	49.249942777	5434535
Q18180586	Velké Losiny	17.0439	50.0333	5434542
Q11821938	Polom	17.855483888	49.574344722	5434544
Q19400848	Křenovice horní nádraží	16.824577222	49.143463055	5434545
Q18180587	Velké Losiny zastávka	17.0589	50.0417	5434552
Q66889081	Velké Losiny zámek	17.0373127	50.0250326	5434553
Q9183142	Bělotín	17.799467222	49.5839425	5434554
Q19400703	Hostěrádky-Rešov	16.782755	49.119823333	5434555
Q11832244	Písečná	17.26	50.2786	5434562
Q19401716	Zbýšov	16.806865555	49.132675277	5434565
Q115708964	Troubelice střed	17.0766619	49.8125839	5434567
Q9393824	Česká Ves	17.2158	50.2533	5434572
Q18180476	Příbor	18.1423225	49.635913888	5434574
Q56710479	Křižanov	16.080376944	49.384706388	5434575
Q9294421	Hradec-Nová Ves	17.2744	50.2864	5434582
Q9322720	Ropice	18.6167	49.7122	5434584
Q56710391	Ořechov	16.136526944	49.350478888	5434585
Q9393823	Česká Ves bazén	17.2281	50.26	5434592
Q9322725	Ropice-Zálesí	18.5967	49.6939	5434594
Q18180353	Kunovice	17.470317777	49.0519525	5434595
Q132743906	Sedlnice-Bartošovice	18.0726081	49.6822311	5434601
Q66889097	Mošnov, Ostrava Airport	18.1190111	49.6936368	5434603
Q9334855	Sedlnice	18.1026286	49.6732322	5434604
Q19400864	Kunovice zastávka	17.461084444	49.038173611	5434605
Q125378681	Sedlnice	18.0897008	49.6761322	5434608
Q18180507	Skotnice	18.1283	49.6564	5434614
Q21890492	Popovice u Uherského Hradiště	17.526931666	49.046459166	5434615
Q19401588	Vésky	17.502670277	49.042808611	5434625
Q66889177	Kunovice-Loučka	17.81847	49.439849722	5434636
Q11799538	Osek nad Bečvou	17.52351	49.517086111	5434642
Q54199766	Podhradní Lhota	17.797504444	49.431922777	5434646
Q11827831	Prosenice	17.484905277	49.503154722	5434652
Q18180354	Kuřim	16.534311388	49.300991111	5434655
Q11829137	Přerov	17.444900555	49.446960555	5434662
Q9338180	Skrochovice	17.7767	50.0183	5434664
Q19400502	Česká	16.566783888	49.284503888	5434665
Q19400696	Horní Moštěnice	17.452434444	49.415485277	5434672
Q9293285	Holasovice	17.8039	50.0006	5434674
Q18180359	Kyjov	17.122591111	49.016075	5434675
Q9393695	Úvalno	17.755	50.0492	5434684
Q19366344	Kyjov zastávka	17.124046388	49.003128055	5434685
Q9347487	Studénka	18.066444444	49.707546111	5434694
Q17749939	Lanžhot	16.962644444	48.732816944	5434695
Q41711005	Příkazy	17.145155	49.638130277	5434702
Q19400880	Lednice	16.801645277	48.79414	5434705
Q41711000	Skrbeň	17.1746825	49.638805277	5434712
Q19400882	Lednice rybníky	16.803245555	48.781055555	5434715
Q18180369	Letovice	16.570906388	49.555971944	5434725
Q18431461	Letovice zastávka	16.576374444	49.536016111	5434735
Q25412042	Rozhraní	16.533366666	49.601661666	5434745
Q18180395	Luhačovice	17.752004722	49.098850277	5434755
Q20706693	Biskupice u Luhačovic	17.716592777	49.077056944	5434765
Q18170982	Hanušovice Holba	16.9231	50.0581	5434772
Q19401268	Polichno	17.711265555	49.068527222	5434775
Q18180500	Rožnov pod Radhoštěm	18.134513888	49.460533055	5434782
Q18180397	Luka nad Jihlavou	15.710028611	49.369556388	5434785
Q66889158	Střítež nad Bečvou	18.0644875	49.465355	5434792
Q18180403	Malý Beranov	15.631781666	49.402565	5434795
Q66889161	Zubří	18.094064722	49.461101666	5434802
Q3499532	Suchdol nad Odrou	17.938810277	49.6424675	5434804
Q18180136	Bítovčice	15.734733611	49.362869166	5434805
Q66889043	Ruda nad Moravou	16.8887974	49.9838417	5434812
Q9293127	Hladké Životice místní nádraží	17.950933333	49.679824722	5434814
Q19400916	Luleč	16.923015555	49.248573333	5434815
Q66827970	Bartoňov	16.8750211	49.9683992	5434822
Q11725811	Jeseník nad Odrou	17.901929722	49.615169444	5434824
Q18590936	Lužice	17.062000277	48.827594722	5434825
Q9325879	Rýmařov	17.2842683	49.9298403	5434832
Q19400863	Kunín	17.9636	49.6364	5434834
Q66889035	Městečko Trnávka	16.724605555	49.714996388	5434837
Q11716730	Jamartice	17.3181	49.9342	5434842
Q18180406	Mankovice	17.8758	49.6356	5434844
Q66888978	Rozstání	16.730754722	49.728374444	5434847
Q64399481	Znojmo nemocnice	16.048416111	48.865474722	5434850
Q9368367	Velká Štáhle	17.3525	49.9311	5434852
Q9397000	Štítina	18.0086	49.9128	5434854
Q31210494	Mikulov na Moravě	16.625406388	48.8021125	5434855
