SR70;Èíslo;Tarifní název;Název 35;Název 20;Název 12;Název 7;Název 3;Zkratka;Km poloha;Kvalifikátor;Kvalifikátor-Popis;Stav;Stav-Popis;Obsazení;TUDU;DDR;DDR-Popis;OOØ;PO;PO-Popis;OØ;OØ-Popis;Vlastník;Provozovatel;Kraj;Kraj-Popis;JTSK Y;JTSK X;GPS X;GPS Y;Dopr. uzel;
580381;58038100;Vl.ARMABET.Prunéøov;Vleèka ARMABETON Prunéøov;Vl. Armabeton;-;ARMABET;-;-;1,36;81;Samostatné kolejištì vleèky;1;Aktivní;9;54202;-;-;100552;100198;Karlovy Vary;313007;Ústí nad Labem;266/94Sb§3;266/94Sb§3;420;Ústeckı;-817845,674;-996615,706;"E13°17'11,614""";"N50°24'11,697""";;-1
580480;58048000;Vl.Bìstovice;Vleèkovı areál Bìstovice;Vleèka Bìstovice;-;vlBesto;-;-;1,5;81;Samostatné kolejištì vleèky;1;Aktivní;9;1491EA;-;-;100545;100081;Èeská Tøebová;314005;Hradec Králové;266/94Sb§3;266/94Sb§3;530;Pardubickı;-616276,081;-1067001,3;"E16°12'58,049""";"N50°00'54,221""";;-1
752683;75268300;Vl.ÈEPRO Tøemošná;Vleèka ÈEPRO, závod Tøemošná;Vl. ÈEPRO Tøemošná;-;CeproTm;-;-;0,3;81;Samostatné kolejištì vleèky;1;Aktivní;9;0501BB;-;-;100552;100198;Karlovy Vary;312009;Plzeò;266/94Sb§3;266/94Sb§3;320;Plzeòskı;-819897,065;-1063284,378;"E13°23'54,907""";"N49°48'28,384""";;-1
581637;58163700;Vl.Èíkovická cementárna;Vleèka Èíkovická cementárna;Èíkovická cement.;ÈíkovCement;CizkCem;-;-;0,903;81;Samostatné kolejištì vleèky;1;Aktivní;9;0751BA;-;-;100552;100479;Ústí nad Labem;313007;Ústí nad Labem;266/94Sb§3;266/94Sb§3;420;Ústeckı;-763268,987;-995402,794;"E14°02'39,095""";"N50°29'09,023""";;-1
359273;35927300;Vl.DIAMO D.Roínka;Vleèka DIAMO Dolní Roínka;Vleèka Diamo;-;DIAMO;-;-;0,662;81;Samostatné kolejištì vleèky;1;Aktivní;9;2071GA;-;-;100560;100180;Jihlava;315002;Brno;266/94Sb§3;266/94Sb§3;630;Vysoèina;-621472,269;-1124631,403;"E16°14'04,056""";"N49°29'41,689""";;-1
745968;74596800;Vl.DIOSS Nıøany;Vleèka DIOSS Nıøany;Vleèka Dioss;-;vlDIOSS;-;-;3,5;81;Samostatné kolejištì vleèky;3;Mimo provoz;9;0301DA;-;-;100545;100388;Plzeò;312009;Plzeò;266/94Sb§3;266/94Sb§3;320;Plzeòskı;-838418,568;-1071793,997;"E13°09'44,545""";"N49°42'25,330""";;-1
544627;54462700;Vl.Dukla;Vleèka Dukla;Vleèka Dukla;-;vlDukla;-;-;1,38;81;Samostatné kolejištì vleèky;3;Mimo provoz;9;0643C1;-;-;100552;100479;Ústí nad Labem;313007;Ústí nad Labem;266/94Sb§3;266/94Sb§3;420;Ústeckı;-779075,515;-974486,775;"E13°46'52,061""";"N50°39'05,825""";;-1
732883;73288300;Vl.DUROPACK È.Budìj.;Vleèka Duropack Bupak È. Budìjovice;Vl. Jihoèeské pap.;-;DUROPCK;-;-;1,542;81;Samostatné kolejištì vleèky;1;Aktivní;9;0401HN;-;-;100545;100099;Èeské Budìjovice;312009;Plzeò;266/94Sb§3;266/94Sb§3;310;Jihoèeskı;-756906;-1167511;"E14°27'44,287""";"N48°57'40,205""";;-1
580340;58034000;Vl.ELNA Mìlník;Vleèka Elektrárna Mìlník;Vleèka EMì;-;ElnaMel;-;HNE EL;5;81;Samostatné kolejištì vleèky;1;Aktivní;9;0805B1;-;-;100552;100479;Ústí nad Labem;313007;Ústí nad Labem;266/94Sb§3;266/94Sb§3;210;Støedoèeskı;-738128,456;-1007301,409;"E14°25'04,833""";"N50°24'40,612""";;-1
580449;58044900;Vl.ELNA Opatovice;Vleèka ELNA Opatovice;ELNA Opatovice;ELNA Opatovi;ELNaOpa;-;-;4,6;81;Samostatné kolejištì vleèky;1;Aktivní;9;1618B1;-;-;100545;100172;Hradec Králové;314005;Hradec Králové;266/94Sb§3;266/94Sb§3;530;Pardubickı;-645158,962;-1051245,491;"E15°47'23,840""";"N50°07'32,869""";;-1
570416;57041600;Vl.ELNA Poøíèí;Vleèka ÈEZ - Elektrárna Poøíèí;Vleèka EPO;-;ElnaPor;-;-;3,784;81;Samostatné kolejištì vleèky;1;Aktivní;9;1401PD;-;-;100545;100172;Hradec Králové;314005;Hradec Králové;266/94Sb§3;266/94Sb§3;520;Královehradeckı;-626859;-1004589;"E15°58'06,817""";"N50°33'41,776""";;-1
549618;54961800;Vl.EP Louny-Bøezno;Vleèka EP Louny-Bøezno;EP Louny-Bøezno;EP Louny-Bøe;EPLouny;-;-;1,58;81;Samostatné kolejištì vleèky;1;Aktivní;9;0561CA;-;-;100552;100305;Most;313007;Ústí nad Labem;266/94Sb§3;266/94Sb§3;420;Ústeckı;-784769;-1007032;"E13°46'05,461""";"N50°21'16,902""";;-1
581181;58118100;Vl.FEREX-Castings;Vleèka FEREX-Castings;Vl. FEREX-Castings;-;FEREX;-;-;0,759;81;Samostatné kolejištì vleèky;1;Aktivní;9;1141KB;-;-;100545;100255;Liberec;314005;Hradec Králové;266/94Sb§3;266/94Sb§3;510;Libereckı;-690485,365;-974226,713;"E15°01'22,973""";"N50°45'45,644""";;-1
732875;73287500;Vl.FERONA È.Budìj.;Vleèka FERONA Èeské Budìjovice;Vleèka Ferona;-;FeroCB;-;-;1,713;81;Samostatné kolejištì vleèky;1;Aktivní;9;0406A1;-;-;100545;100099;Èeské Budìjovice;312009;Plzeò;266/94Sb§3;266/94Sb§3;310;Jihoèeskı;-755617;-1164033;"E14°28'23,886""";"N48°59'37,412""";;-1
